"Convenio","Libro","Titulo","Tituloconveniocorto","Objeto","Consejeria","Organismojunta","Descripcioncompetencia","Modofinanciacion","Cantidadjunta","Importetotal","Actividadescomprometidasjunta","Finicial","Ffinal","Prorrogable","Condicionesvigencia","Ffirma","Lugarfirma","FpublicacionDOE","FpublicacionBOE"
"20230759","Administración del Estado","Ministerio de Transportes, Movilidad y Agenda Urbana","ADIF Y MÉRIDA PASARELA VIAS RESILIENC ADENDA 1","El Objeto de la presente Adenda es la modificación del Convenio de fecha 5 de octubre de 2022, suscrito entre la Comunidad Autónoma de Extremadura, el Ayuntamiento de Mérida y ADIF para la ejecución de una pasarela urbana de uso peatonal y con carril bici sobre la playa de vías de la Estación de Ferrocarril de Mérida a fin de mejorar la permeabilidad transversal de la ciudad incluido en el Plan de Recuperación, Transformación y Resiliencia. 1. Es objeto de modificación la Cláusula Tercera ?Financiación de las actuaciones y forma de abono? del Convenio de fecha 5 de octubre de 2022, párrafo tercero . 2. Es objeto de modificación la Cláusula Tercera ?Financiación de las actuaciones y forma de abono? del Convenio de fecha 5 de octubre de 2022, último párrafo, referido al cumplimiento de hitos y objetivos","Movilidad, Transporte y Vivienda","","","",".0000",".0000","","2023-01-20","2026-10-07","1","La presente Adenda se perfeccionará por la prestación del consentimiento de las partes mediante su suscripción, adquiriendo la misma plena eficacia desde el momento de su inscripción, en el plazo de 5 días hábiles desde su formalización, en el Registro Electrónico estatal de Órganos e Instrumentos de Cooperación del sector público estatal, debiendo asimismo ser publicada, en el plazo de 10 días hábiles desde su formalización, en el «Boletín Oficial del Estado», sin perjuicio de su publicación facultativa en el boletín oficial de la Comunidad Autónoma de Extremadura; todo ello de conformidad con lo dispuesto en el artículo 48.8 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público.","2023-01-19","Madrid","2023-03-02","2023-03-27"
"20230771","Entidades Públicas, españolas o extranjeras","","FUNDESALUD ENSAYOS CLÍNICOS ONCOLOGÍA HUB ADENDA","El objeto de la presente Adenda es realizar una segunda prórroga al Convenio de Colaboración suscrito el 8 de Julio de 2022 para continuar la ejecución proyecto ?Intensificación para la realización de Ensayos Clínicos?, para intensificación de una facultativa del Servicio de Oncología del Complejo Hospitalario Universitario de Badajoz y de este modo liberar a la Dra. Marta González Cordero, facultativa del Servicio de Oncología del Complejo Hospitalario Universitario de Badajoz, a fin de desarrollar el proyecto ?INTENSIFICACIÓN PARA LA REALIZACIÓN DE ENSAYOS CLÍNICOS? durante el 50% de la jornada durante un año.","Consejería de Salud y Servicios Sociales","Servicio Extremeño de Salud (SES)","","",".0000","34001.2800","El SES destinará la aportación económica de la Adenda a liberar a la Dra. Marta Gonzalez Cordero, facultativa del Servicio de Oncología del Complejo Hospitalario Universitario de Badajoz, para desarrollar el proyecto ?INTENSIFICACIÓN PARA LA REALIZACIÓN DE ENSAYOS CLÍNICOS? durante el 50% de la jornada durante un año.","2024-01-01","2024-12-31","1","La presente Adenda producirá efectos desde el día 1 de enero de 2024 hasta el 31 de diciembre de 2024. Las partes establecen expresamente que serán de aplicación a esta Adenda todos los compromisos de las mismas regulados en el Convenio de 8 de Julio de 2022 en todos sus extremos, sin perjuicio de lo previsto en la cláusula segunda.","2023-11-21","Mérida","",""
"20230784","Entidades Públicas, españolas o extranjeras","","EXTINCIÓN CONV CEXMA EFICIENCIA ENERGÉT EDIF PÚBLI","La extinción por mutuo acuerdo del convenio por el que se formaliza una transferencia específica plurianual a favor a favor de la Corporación Extremeña de Medios Audiovisuales para ejecución del proyecto ?Cexma. Eficiencia energética de edificios públicos?, para los ejercicios 2022 a 2023. Las partes ponen de manifiesto la necesidad de extinguir el convenio debido a que, tras haberse procedido por dos veces a la licitación del contrato de obras, y no habiendo concurrido ningún licitador, y dada la fecha de resolución de la segunda de las licitaciones, los tiempos que supondría la tramitación de un nuevo expediente de licitación, y al que habría que sumar el plazo de ejecución estimado de 10 meses, a contar desde la fecha de la comprobación de replanteo, se considera que no podría cumplirse con la fecha de justificación de los gastos derivados de la ejecución de la obra fijada en el exponendo quinto, para 30 de septiembre de 2023, del Convenio","Presidencia-Portavocía","","","",".0000",".0000","","2023-03-20","2023-03-20","2","","2023-03-20","Mérida","2023-04-10",""
"20230785","Entidades privadas españolas o extranjeras","","FUNDACIÓN CAIXA PROGRAMA PERSONAS MAYORES ADENDA","En aras de ampliar su colaboración, las partes acuerdan que en el segundo semestre del presente año 2023 se iniciarán las nuevas actuaciones redactadas en el Anexo I de esta Adenda, complementando e incrementando las del Anexo II del Convenio suscrito entre la Consejería de Sanidad y Servicios Sociales y la Fundación ?la Caixa?.","Consejería de Salud y Servicios Sociales","","","",".0000",".0000","","2023-09-15","2023-12-31","1","El presente convenio producirá efectos desde el momento de su firma hasta el 31 de diciembre de 2023. No obstante, el convenio podrá ser prorrogado hasta por 2 años previo acuerdo expreso y por escrito de las partes.","2023-09-15","Mérida","2023-09-27",""
"20230810","Administración del Estado","Ministerio de Ciencia e Innovación","CREACIÓN CENTRO ALMACENAMIENTO ENERGÉTICO 1 ADENDA","Esta adenda tiene por objeto la reprogramación de las inversiones recogidas en el Anexo, las obligaciones y actividades de las partes ligadas a la reprogramación y el plazo de vigencia del convenio firmado el 20 de diciembre de 2021.","Consejería de Educación, Ciencia y Formación Profesional","","","Se modifica el cuadro de financiación ampliando el periodo hasta 2026, además se elimina la financiación inicial del año 2021 por importe de 70.344,20 como Transferencia a FUNDECYT para actuaciones no financiadas por MRR de la Consejería de Economía, Ciencia y Agenda Digital de la Junta de Extremadura ya que al no contratarse a personal en el año 2021 se procedió a devolver dicha cantidad. Las ayudas previstas en 2023 de 6 millones de euros por parte de la Consejería de Educación, Ciencia y Formación Profesional de la Junta de Extremadura se distribuyen entre los años 2023, 2024 y 2025. También se incluyen las aportaciones por parte de FUNDECYT durante los años 2024, 2025 y 2026.",".0000",".0000","","2023-12-01","2026-12-31","1","Esta adenda será eficaz desde su inscripción en el Registro Electrónico Estatal de Órganos e Instrumentos y será publicada en el ?Boletín Oficial del Estado? y extenderá su vigencia hasta la creación del centro ibérico, tras la suscripción de los correspondientes acuerdos internacionales entre el Reino de España y la República de Portugal, y en todo mientras subsistan obligaciones derivadas del presente convenio.","2023-11-30","Madrid","","2023-12-12"
"20230820","Entidades privadas españolas o extranjeras","","FP DUAL CAMARA COMERCIO CÁCERES COM INTERN ADENDA","Modificar la cláusula PRIMERA que pasa a tener la siguiente redacción: El alumnado seleccionado, hasta 15 estudiantes, del ciclo formativo de Grado Superior en Comercio internacional (COM3-1), desarrollarán las actividades formativas programadas en el Anexo IIIa y Anexo IIIb, que podrán ser modificadas y adaptadas en función de las necesidades del desarrollo de las mismas, en los locales de los centros de trabajo de la Cámara colaboradora o, en su caso, en aquellos lugares donde desarrolle su actividad productiva, sin que ello implique relación laboral alguna con ninguna de las dependencias pertenecientes a la Cámara Oficial de Comercio, Industria y Servicios de la provincia de Cáceres. También podrá desarrollarse esta labor en el centro educativo cuando la Cámara Oficial de Comercio, Industria y Servicios de la provincia de Cáceres, carezcan de espacios para tales usos, debiendo, en todo caso, ser la docencia impartida por personal de la Cámara Oficial de Comercio, Industria y Servicios de la provincia de Cáceres. Será en el programa formativo donde se concrete la distribución horaria y jornada de participación de los estudiantes en el centro educativo y la Cámara Oficial de Comercio, Industria y Servicios de la provincia de Cáceres, pudiéndose organizar por días a la semana, por semanas, por quincenas o por meses.","Consejería de Educación, Ciencia y Formación Profesional","","","",".0000",".0000","","2023-09-13","2027-09-13","0","","2023-11-16","Mérida","",""
"20230887","Entidades privadas españolas o extranjeras","","FP DUAL PREVING CONSULTORES aplicac web ADENDA","Ambas partes han acordado modificar la vigencia del Convenio contenida en la Clausula Decimonovena, ampliando la misma hasta el 29 de octubre de 2027. Clausula Segunda El resto de las cláusulas suscritas en el Convenio firmado el 29 de octubre de 2019 quedan vigentes e inalterables durante la presente adenda. Y en prueba de conformidad de cuanto antecede, firman este documento, en la fecha indicada en el encabezamiento.","Consejería de Educación, Ciencia y Formación Profesional","","","",".0000",".0000","","2023-10-29","2027-10-29","0","","2023-10-16","Mérida","",""
"20230901","Entidades privadas españolas o extranjeras","","FP DUAL JAVIER GASPAR, CREA ESPAC (Interior ADENDA","Ambas partes han acordado modificar la vigencia del Convenio de colaboración contenida en la Clausula Decimonovena, ampliando la misma hasta el 29 de octubre de 2027. Clausula Segunda El resto de las cláusulas suscritas en el Convenio de Colaboración firmado el 29 de octubre de 2019 quedan vigentes e inalterables durante la presente adenda.","Consejería de Educación, Ciencia y Formación Profesional","","","",".0000",".0000","","2023-10-29","2027-10-29","0","","2023-11-10","Mérida","",""
"20230903","Entidades Públicas, españolas o extranjeras","","CICYTEX GESTIÓN EFICIENTE REGADÍOS ADENDA 1","Se modifica la cláusula segunda del convenio, relativa a la Financiación. Se modifica la cláusula tercera del convenio, relativa a las Obligaciones de pago y justificación. Se modifica la cláusula cuarta del mencionado convenio, relativa a la Ejecución del proyecto, plazos y forma de justificar las actuaciones del convenio. Se modifica la cláusula octava del mencionado convenio, relativa a la Eficacia, duración, extinción y resolución del convenio El remanente de fondos actualmente para el año 2023 es de 523.171,50 ?. Este importe sumado al remanente de 2022, de 96.340.87 ?, es la base que se utiliza para la redacción de la propuesta distribución de presupuesto de ejecución para los años 2023 y 2024.","Consejería de Gestión Forestal y Mundo Rural","","","",".0000",".0000","","2022-06-20","2024-12-31","1","Se modifica la cláusula octava del mencionado convenio, relativa a la Eficacia, duración, extinción y resolución del convenio a la que se le da una nueva redacción con el siguiente tenor: ?Octava. Eficacia, duración, extinción y resolución. La vigencia del presente convenio se extenderá desde la fecha de su firma hasta el 31 de diciembre de 2024. El plazo para el desarrollo de las actividades previstas en el presente convenio comprenderá hasta el 31 de diciembre de 2024. No obstante, la justificación final por el total de la transferencia específica se realizará antes del 31 de marzo de 2025.","2023-12-15","Mérida","",""
"20220421","Entidades Públicas, españolas o extranjeras","","AVANTE INTERNACIONALIZACIÓN EMPRESAS ADENDA","Modificación de la cláusula tercera del convenio. Se modifica la cláusula tercera del convenio, relativa a la financiación, modificándose el desglose del presupuesto para el desarrollo de las actividades con cargo a la TE: Extremadura Avante Servicios Avanzados a la Pyme. Ayudas para acciones de promoción internacional. Modificación de la cláusula quinta del convenio. Se modifica el apartado primero de la cláusula quinta del convenio, relativa ejecución de los programas y forma de justificar las transferencias específicas y se añade un tercer párrafo en el apartado primero Modificación de la cláusula sexta del convenio. Se modifican los apartados primero y segundo de la clausula sexta relativa al pago y forma de justificación de las aportaciones dinerarias. Modificación de la cláusula novena del convenio. Se modifica la cláusula novena relativa a la eficacia del convenio. Modificación del Anexo II del convenio. Se modifica el Anexo II del convenio. Modificación del Anexo IV del convenio. Se modifica el Anexo IV del convenio en su apartado primero 1.B), en lo relativo a la memoria técnica","Consejería de Economía, Ciencia y Agenda digital","","","",".0000",".0000","","2022-09-15","2023-06-30","1","Modificación de la cláusula novena del convenio. Se modifica la cláusula novena relativa a la eficacia del convenio, que queda con la siguiente redacción: ?El presente Convenio entrará en vigor el día de su firma y estará vigente hasta el 30 de junio de 2023. Todo ello sin perjuicio de lo dispuesto sobre la ejecución de los programas, el plazo y la forma de justificar cada una de las transferencias. Excepto acuerdo entre las partes, la finalización de los efectos del presente Convenio no supondrá la extinción de las acciones que se estuvieran ejecutando a su amparo, debiéndose finalizar a plena satisfacción de la Junta de Extremadura. Así mismo, cualquiera de las partes podrá, en todo momento, formular denuncia escrita ante la otra con una antelación mínima de tres meses a la fecha en que desee dar por finalizado el presente Convenio, sin perjuicio de lo recogido en el párrafo anterior sobre la terminación completa de las actividades que estén en ejecución?.","2022-09-15","Mérida","2022-11-10",""
